Id,OrderId,ItemId
f5e00a14-0649-4a70-804f-9e6bd9cfb5ac,2508ed93-a5d1-4ce7-a74a-4b8437120783,e0286644-8a6a-44ba-9e62-a746726afab6
c5202ffe-eed1-495f-990f-f1251acbdc33,f628c40e-3a34-48b1-864f-c29f4ed82794,80304864-0d79-4a7d-8080-d9fb6aa68edb
9c55b17d-03f4-446c-8e97-41ce3d125cb0,af0b58c2-8072-4e0d-8d16-37ddfc159f32,bccb1670-1d5e-4e6f-9755-f74a90077c1a
0f90d2a8-be2c-4290-93fb-94a4c11da775,af0b58c2-8072-4e0d-8d16-37ddfc159f32,3f9572f7-31d4-49be-a8ab-ddd3e10b5ef4
43a84845-fd2f-4b58-9731-94d238e7a77d,7994d6fe-75c8-4959-8345-1c3924bde54a,7b699eca-1eff-4a8c-a3b0-6e0442856e17
52d2cf7c-5f6e-41ca-89b0-551911ad1dfe,18ba1081-c28e-4109-b1a6-39f4943f4c54,82342f4e-4bed-4356-aa39-cdcc4bde74bf
6c16196c-6a52-41f2-9b8e-2ef1d0907122,931c9cb0-bd64-4a4b-9b38-439a97304878,80c9c22e-5d57-4b28-aca5-dd0f5bc17b5c
3285f518-14f3-49a5-a364-baa872768192,f964b6ff-9a67-43d1-9f2c-36c7df83da22,857a439d-e1f2-4a0b-9dd5-653e931b9625
398228c2-63cb-40bf-bedb-32fb972b7c13,22f83588-1646-4ac7-827a-96cdc7dbcf69,29fc877e-e5d1-4b47-aa5e-637d25b5eddb
d5a48fb5-189e-412e-a2cb-fefb79295e37,1d7f338c-ba7a-4931-8536-51bbb23259aa,1f5205e7-1b5c-45dd-ba7a-931c2d0eb3cf
9a40e4a0-9d5d-48ed-b9b5-b54906b693a2,af0b58c2-8072-4e0d-8d16-37ddfc159f32,917b748c-e795-4fac-a315-1fae3bea647d
5657faf0-24d2-4040-be3b-3b3a67d71db9,8bd7b462-a32d-41cf-b653-b786b028dea7,857a439d-e1f2-4a0b-9dd5-653e931b9625
7e15165d-327d-49e2-ae41-5632cbf55b70,acd490ff-3ecd-42b3-82ec-942f8705cad2,c4d8ff96-8f3a-4243-bf2b-ce99213359d1
114e1238-84cc-4322-a099-d6d717b8bb87,f266b925-4517-4d02-9a12-bffb8a7024fb,76c4f6bb-8bcb-428e-8c2d-c21523baa4e7
0df65d61-3c3f-4ac0-b8fd-31051e2b348b,e5cdca4b-6547-4409-aa9b-8b1554516b85,d4267114-3593-44ef-a52b-fd2ccce28e97
15769700-a929-4660-8638-d38e7034352d,97c59f75-378d-4b43-8b88-8eab4f5f70dd,80c9c22e-5d57-4b28-aca5-dd0f5bc17b5c
5837aad2-2472-4a04-b60b-90102c95b948,4180cee7-caa4-454c-a430-cda2dda63e2a,c7b76fde-b88a-43aa-8123-16081df81a64
af9b0129-5411-4c61-a151-c2f5aed515d5,265148d6-8571-4a48-beb3-ee2d98e3b819,1740b7bc-5c10-4fd5-9bf3-2a4cc531c171
d9c24223-d452-4291-b7a0-3b68d342413e,66cd8987-39aa-4cd2-96ef-03224d8d4fb7,e6658e7a-5679-4182-b444-a92603e4352b
e9c096fe-5dd8-4cfb-91e0-88632aa67673,189a5d57-63e6-440f-9d1b-753fc60fb728,3f9572f7-31d4-49be-a8ab-ddd3e10b5ef4
cee789df-300f-481f-a17b-ed776764fe3f,ace39bec-5c03-4218-988b-834f499cfeea,8ae2d5a8-14da-4a69-b633-e09312ca71ce
8b7692c9-2ac2-4972-ab4d-c60b2a2380dd,cd49d046-e0a0-4e3c-953c-cd1501d13c13,c8bf3a8a-6a0b-44db-8373-f9da52462cec
89229df4-5031-4733-9524-2740f7d9d5d2,9fdd7cd9-13d0-4976-bcac-21beaca6bdb7,84571298-3f7a-4072-beb0-c426c817102d
428a8a11-f658-4720-b98a-73e1dd02fd12,7c15c9a3-ef7b-4a13-a708-a13d1a036c6c,afb39329-795b-4f84-825d-1833101de743
1930bd2a-2d1a-4d4c-afd5-7d8d4b4d8cba,22af7e55-e315-4355-a401-3205f5812c8b,917b748c-e795-4fac-a315-1fae3bea647d
e2e31112-e62a-445e-8b00-62212bdf7142,45375000-6c0e-4777-84e5-22e6761c3476,6b744bfe-249d-4f77-bc27-0eba6c32f89b
a260dd66-05f5-4389-af3c-f744c10c56b0,9fdd7cd9-13d0-4976-bcac-21beaca6bdb7,c263c31e-06ba-450f-80bf-500d8a825d33
2e21761b-05b1-4ef6-80d5-3bfa5041e2cb,5d6b307d-34e8-4ad1-9e94-3378ea6b4bfe,83915fb8-f3cb-45bd-aa4a-1b64697739a4
de817592-9a90-4777-bc25-2bf91b98ab1e,f0c14472-5161-40bb-8457-b57146f59392,be0242a4-5eba-475e-9cb4-500ed3d10adb
a538dcb1-de03-40a1-b6e2-b7872125db32,f52c7c90-51ef-443c-8e5f-1875313d2e8c,1f345779-a25b-43e3-9bac-50e7d3b25ab5
9e456ec0-712d-4417-b864-c6e8dd6b8ea1,0ab71b3d-dc5e-4d33-a609-dab9d3a12742,d230ca48-64d0-474d-b4ee-819ad2c1bdf9
d6574ef9-bcf3-477e-8c4f-ccd305100d10,22f83588-1646-4ac7-827a-96cdc7dbcf69,f9bddd86-5d66-4196-8a97-ca508921b565
530ea781-21e0-4b74-943a-f4fb4a6c3724,b33e4a89-58fe-492b-80f1-460c161ab014,be0242a4-5eba-475e-9cb4-500ed3d10adb
007ae106-e784-415c-87a3-d1469cda3969,236810a9-6026-4fba-8a31-e4f21992a9e8,76c4f6bb-8bcb-428e-8c2d-c21523baa4e7
fc8700b8-dda7-4094-947b-a90776e517e0,2508ed93-a5d1-4ce7-a74a-4b8437120783,5bf97f23-3b82-4bd6-81b2-62ffc7dd2cdf
8159871f-2fd9-40cb-b7d6-8e765bcc6f68,28491583-554c-4e71-b2c5-df180722723e,8662ea09-3011-49f3-ad28-f91f4f37ce34
9add15aa-b3cd-4f8b-ad3a-6edef4cf0cc1,7bc1397e-87bd-4f81-b576-8d350b6dd4b6,31ccb4e5-e41b-4fa2-b44d-5bb4e5cfff32
20f5ae9d-26d7-4b6c-9931-99772e55a51e,f52c7c90-51ef-443c-8e5f-1875313d2e8c,16e95535-0aa6-4fd1-bebb-6f1f6cdefdf2
38912423-f2ca-4c58-b3b1-8af7c8f60b8e,184cd744-22fa-4cd3-8124-bb40454d57b4,25d429b1-f017-4f4a-b30c-b026c4716bd3
14c116d0-be66-48cf-a551-cf9c8acf0b50,7a2e9ff0-3da8-44a3-8802-9e2a465f514f,19eb2e77-691d-4ef9-8956-a802bf5839bd
42d4bbf5-0df5-4418-8957-5baabe40de06,47ee3892-20f0-43ae-b09b-3a8e6950c800,1eb453bf-5e6c-4abb-8523-ee98e02ca166
f554f4c8-aa5d-4c37-94f0-2b426907bf0c,60eeff7e-c394-4ef7-94f6-9490faed8178,6c54a125-6778-4598-82ec-753abd5c4a70
84487a2b-8a6f-4741-a8ca-86de19af98e3,66cd8987-39aa-4cd2-96ef-03224d8d4fb7,42c67623-9c9f-4994-91d2-7ddc978d29b6
7429a9aa-9876-46d0-b57e-2f5d864635d9,40379545-5dd7-4b65-a9df-5bd10277f533,fe066054-312a-47bd-b520-72ae94cf8497
148475ce-9758-495a-b642-f5256208bf87,60eeff7e-c394-4ef7-94f6-9490faed8178,43842549-fe53-462c-8c5d-84e1e3eb0da8
2038ee36-0f55-46ba-91bb-ab22dcd1bc25,f0c14472-5161-40bb-8457-b57146f59392,e0286644-8a6a-44ba-9e62-a746726afab6
58a11e3c-9621-4102-9120-91f10877dd0c,c7f466d2-19da-48f4-8183-23e8b5b59aa4,35051f0e-e928-47b6-a43d-360798c96dce
c587e9db-84a8-4957-b277-eea4f841a1cd,25243ef2-46f0-47bb-aae0-41948e379b79,1740b7bc-5c10-4fd5-9bf3-2a4cc531c171
a7c24935-134a-4f63-b48a-ea9894dac92c,fd18de4d-0c45-40cf-bdd9-4efbef565dfd,6841f698-cdf4-45b8-a8e4-7ce5ceb23164
bbddbaca-e147-4d6f-afea-d7eb5dca4a17,2a5fbb5d-11c2-4356-9a0e-21902ea68b09,76c4f6bb-8bcb-428e-8c2d-c21523baa4e7
23da7a7e-250d-4f99-8b28-451261ed4650,28491583-554c-4e71-b2c5-df180722723e,c8bf3a8a-6a0b-44db-8373-f9da52462cec
f8c0559f-fe04-4389-ab61-317b33e7ce6d,f476e78f-77d9-4e95-a76a-4e6528ade21c,7aa6d777-831b-4ca9-8094-1b4598ab5e23
b8882680-7009-4cad-a216-eeb65c4220c3,af0b58c2-8072-4e0d-8d16-37ddfc159f32,76c4f6bb-8bcb-428e-8c2d-c21523baa4e7
e510e531-d163-408a-b596-b7dc5d43061c,1000c3a0-695d-4ad1-a0a0-ae8287d09349,8662ea09-3011-49f3-ad28-f91f4f37ce34
c14e9470-4dbb-4d59-830d-37ff772a2044,e5cdca4b-6547-4409-aa9b-8b1554516b85,8662ea09-3011-49f3-ad28-f91f4f37ce34
b62e40e0-afd7-4555-b435-a3699ce0be3e,074496e4-f5f0-46a1-a49b-bfe2291107af,44df1410-3f72-4d2c-ba6f-2548fa252397
5a50192d-d4b0-4a87-a006-e3d24cf5d1fb,5d6b307d-34e8-4ad1-9e94-3378ea6b4bfe,1740b7bc-5c10-4fd5-9bf3-2a4cc531c171
7a791379-5e66-4465-875b-7ad907a52557,c75c686d-11e3-48a7-a302-668413050a16,917b748c-e795-4fac-a315-1fae3bea647d
69c080f1-7cb1-4e6e-9a22-b68b2bfea74b,b33e4a89-58fe-492b-80f1-460c161ab014,87a39de1-438b-42f1-b501-bf1a44aff4a8
656462bc-f71d-44c2-a314-c18f4b7c44b2,25c222ec-4a49-485f-b851-2fe4a784aa62,90509e4e-d332-4491-bd40-0007815249cf
7fa6c1d7-8291-47f6-bb20-ae0cfe5cd87b,0404d62d-2eee-4a0e-aa53-9e7505e80154,b390c8f9-4002-414a-97fb-8930ca66a782
ba8ee44a-295d-47e9-87a9-a4886152c0d2,f52c7c90-51ef-443c-8e5f-1875313d2e8c,958bb01c-cd18-4b4d-8b08-23d1bc5c04f8
4dfac4d9-2d1c-4629-9f06-e4a23fe2207f,76ab7cda-5694-49d8-a665-1cb12f1effee,e6658e7a-5679-4182-b444-a92603e4352b
e35d2d86-8261-4e89-bf5c-0150a140c99a,5ade1412-a888-4e28-8197-f40f82238c51,84571298-3f7a-4072-beb0-c426c817102d
bcca4b4c-0e94-4f28-a7f8-b04c55f3e36d,63ff475e-e61f-4000-a1b7-45c36354b48e,c4d8ff96-8f3a-4243-bf2b-ce99213359d1
f28fba40-a22a-4e13-a007-7981e1d53148,40379545-5dd7-4b65-a9df-5bd10277f533,1193e8d3-b9ae-4336-8b4e-3594c28ca40a
346aa8b9-42c8-44c7-926b-5a24610e9dcd,4180cee7-caa4-454c-a430-cda2dda63e2a,42c67623-9c9f-4994-91d2-7ddc978d29b6
581a49b7-0aad-4097-89a5-c478d199274a,41cbca56-fa85-4405-b3e7-67bd6d4cdf8a,6ed45e20-7369-4d82-8423-120ad82e6440
fbc42316-0128-4af9-87f1-4aba8be16eeb,b6f42918-27c5-4507-9216-f38cc6ff571f,568553e9-ccff-4087-a909-201dfddc88d8
cd022694-a9a7-4e29-a19d-969d3165e27d,41cbca56-fa85-4405-b3e7-67bd6d4cdf8a,9074c014-c826-4426-b835-e5573563b486
b34ab273-84ae-4399-9fef-c382df0aafb5,22af7e55-e315-4355-a401-3205f5812c8b,c4d8ff96-8f3a-4243-bf2b-ce99213359d1
f44eaf84-8178-4954-9888-791059ac0edb,e9a4db37-7851-4cbc-8fa3-d7977b51656a,bccb1670-1d5e-4e6f-9755-f74a90077c1a
1a888083-0558-430f-9db7-93ee7be7436d,1000c3a0-695d-4ad1-a0a0-ae8287d09349,d4267114-3593-44ef-a52b-fd2ccce28e97
18c244e5-15bb-4d76-9e71-9bf57fe7be71,07974b0a-59b4-477c-9e44-fbf6be1fd277,3f9572f7-31d4-49be-a8ab-ddd3e10b5ef4
8abfcdc6-5571-4ea4-b5b2-b8c135eb8237,25243ef2-46f0-47bb-aae0-41948e379b79,62062d6d-8f4d-429a-8dfd-7209fbf15a15
8837979f-a17a-477a-ba6a-45617eb3bf26,63ff475e-e61f-4000-a1b7-45c36354b48e,f9bddd86-5d66-4196-8a97-ca508921b565
5759fd85-9392-422a-860a-969e0fe6ceee,b0a596cd-8297-4748-a518-fc0e8b991358,135ae052-b579-480b-af99-a3f59867ed96
a51245c5-c30b-41fc-b399-c9a442c3ed23,074496e4-f5f0-46a1-a49b-bfe2291107af,c6dca6fc-ef54-410f-a72f-7a1b330d6924
2d166897-1070-4b9d-87c3-ed2572a58766,28491583-554c-4e71-b2c5-df180722723e,06e412bd-9fd9-4540-9991-f2aeae173d95
fbc063ac-f2c3-4e48-a690-2e5525591423,d7c44d31-64a2-4158-80a3-092b6a4f138e,80304864-0d79-4a7d-8080-d9fb6aa68edb
69850d29-70fa-4f47-a57c-83b1928155b0,7c15c9a3-ef7b-4a13-a708-a13d1a036c6c,be0242a4-5eba-475e-9cb4-500ed3d10adb
a6aff436-94ee-4829-8b41-6dd6078ca10c,236810a9-6026-4fba-8a31-e4f21992a9e8,b507905d-24a8-4c14-980f-10829da139f3
2accb1dd-20e3-43fb-a2a1-39ea2d59133a,9fdd7cd9-13d0-4976-bcac-21beaca6bdb7,3f9572f7-31d4-49be-a8ab-ddd3e10b5ef4
5281dd1b-e9c3-452d-8913-78780b69a31c,df21f073-289c-48e9-8791-0a4b802a65c4,16e95535-0aa6-4fd1-bebb-6f1f6cdefdf2
970304c4-3c78-4eb8-bdec-b80721e45c12,2d9cb4b0-2519-4120-9ab6-2cfc79d81fc5,5bf97f23-3b82-4bd6-81b2-62ffc7dd2cdf
53230176-a6f3-4786-957c-313ff8418cb9,81a8f16b-d6a8-4ee4-b318-025238aa3284,95f7fb6f-5b0c-48f9-9439-487faef20e1b
5451dc4a-703d-48a0-b77b-ab3afd633121,b33e4a89-58fe-492b-80f1-460c161ab014,802f1013-8fa4-40c5-81d0-5603e2ca9d42
6943fc65-5f6c-4f7e-8b23-9c60f51b7fd5,cd49d046-e0a0-4e3c-953c-cd1501d13c13,4dc866fc-0728-488b-a1c8-d9102a89c0f4
e8f56278-a3c6-4107-9723-b7d7b3d69829,81a8f16b-d6a8-4ee4-b318-025238aa3284,fefdb0f1-c476-4d51-af84-7818893ce460
36aa93ae-c205-4dd2-9d52-c77f3e5c6ec3,28491583-554c-4e71-b2c5-df180722723e,48a0fae7-016d-4733-ba9f-ca35a6dc98c5
e551be88-2d48-4ae8-ae66-35be8e4722a4,11029c67-4054-4ff2-b5c4-c3b769de31a4,92bd5a48-df0f-4d38-b2dd-3ba3e0051a8c
d67b72b5-aec8-45b4-97cf-8d89f6123c59,7030d969-ca8c-4419-84d6-74c2bc64edfb,135ae052-b579-480b-af99-a3f59867ed96
54cedd37-3910-4482-9062-4621da64c417,b51be5bc-d55f-4651-aa7c-05f2ce598e40,62062d6d-8f4d-429a-8dfd-7209fbf15a15
fc8cb4d1-760f-4654-b1ca-bd0df09fbba6,1d7f338c-ba7a-4931-8536-51bbb23259aa,d4267114-3593-44ef-a52b-fd2ccce28e97
ead43c91-e10d-47bc-ba7b-177ba358f743,81a8f16b-d6a8-4ee4-b318-025238aa3284,f9bddd86-5d66-4196-8a97-ca508921b565
24358106-5e44-4dbc-b817-7dc6aab03e44,11029c67-4054-4ff2-b5c4-c3b769de31a4,602c6eda-3630-434c-9a81-5d40e50b292e
0cb8ad2a-2d50-4ae9-b320-c39f6a94828a,f0c14472-5161-40bb-8457-b57146f59392,6d8fca13-8be7-461c-ad4c-e4b9fa3da751
ea2999c5-348a-4078-b13f-598afaa521e0,41cbca56-fa85-4405-b3e7-67bd6d4cdf8a,6ed45e20-7369-4d82-8423-120ad82e6440
c5fc17f2-8950-4809-9960-81bcee0729df,2d9cb4b0-2519-4120-9ab6-2cfc79d81fc5,7c3df827-718b-4fbd-83e1-6ccaae1ae670
21d4c468-e7a2-4d4f-a794-9fc4ca76648e,f0c14472-5161-40bb-8457-b57146f59392,ef6cd5a0-d534-4a60-a935-ce0f2873fd9d
