Id,OrderAt,StoreId,UserId
ab81b45e-32b0-46af-aebe-f587af52e4e7,16,ace39bec-5c03-4218-988b-834f499cfeea,79c6bd2d-9215-4b1b-8336-0ab68fb472a1
938834ab-2cbc-490b-93bf-176e24a96f08,6,54de3261-65f6-48b9-9ef6-ddc01f5008e8,2ff4e74e-c612-4398-acfc-51d07a4d7b7e
a2e2620a-426f-431d-bb17-0fb294b969b3,9,ace39bec-5c03-4218-988b-834f499cfeea,a8bcc8cb-f4d4-4d59-bbb0-e783cedb9e2c
5e1e44b5-e31a-4cda-9194-97783fa1d442,30,2508ed93-a5d1-4ce7-a74a-4b8437120783,7e214910-b073-468a-94e9-6578c5ee5fc8
d78bc475-488b-43cd-b2dc-c20b480f92b3,9,220890b9-b160-4cd1-93ec-0f3b5e8d010c,0beed040-2fb0-4358-aca5-ec24f8ff3ba2
2ddebe4e-fa2c-4503-a63b-0159f4563d9e,22,cd49d046-e0a0-4e3c-953c-cd1501d13c13,79c6bd2d-9215-4b1b-8336-0ab68fb472a1
7bdf52e6-2300-412a-a4bc-8604476e4ced,4,b2426467-a003-49fd-9dd5-c6c46d376adb,7223f50f-2187-4f2e-815d-87acb4484bde
102d0535-9bd3-433d-8512-e524c9d35f66,21,8b18e4f5-9135-4de6-8f4b-b182880f3ddd,a8bcc8cb-f4d4-4d59-bbb0-e783cedb9e2c
97e870eb-d957-4e71-bb40-b2cb075521f0,17,97c59f75-378d-4b43-8b88-8eab4f5f70dd,15041036-f632-4dcd-acb9-9ccde10f42f7
d40af59e-acad-4298-839e-656baad3b6d9,27,5ade1412-a888-4e28-8197-f40f82238c51,b6f54498-e0e3-435a-8cc4-3c51bf0554d6
47db0712-f84e-435d-ae99-3fd768422eb5,16,236810a9-6026-4fba-8a31-e4f21992a9e8,f540d700-2b08-4049-b0e8-2f60adc2bfa1
951aef61-44cb-457e-a81e-e94504383804,5,9d208bfa-16a6-48ee-9c94-60e0d099498d,8ade97f8-caf9-409b-a92f-8aa6d5fba043
95f5d26f-6e55-4cf2-9209-bb70a933de13,18,41cbca56-fa85-4405-b3e7-67bd6d4cdf8a,e6058acb-ce23-4662-bb05-5ca6d1f83335
7be63865-720a-4745-9da6-df11283478c3,22,40379545-5dd7-4b65-a9df-5bd10277f533,7223f50f-2187-4f2e-815d-87acb4484bde
f0cf4167-7a79-45c3-ba21-216ffdd71ffa,28,68963dc8-a0c2-4f67-9fb2-7480e81ab61b,0ba4b594-ccb3-4b28-b89b-d8e42b8a6ceb
c9b487bb-7942-4650-89ef-a82c46a41f29,5,81a8f16b-d6a8-4ee4-b318-025238aa3284,f540d700-2b08-4049-b0e8-2f60adc2bfa1
2be24412-e142-49a2-aeb0-aff58434e50c,3,5ade1412-a888-4e28-8197-f40f82238c51,a8bcc8cb-f4d4-4d59-bbb0-e783cedb9e2c
5e3ced28-3e86-4f44-866f-de45bf6213d4,29,7bc1397e-87bd-4f81-b576-8d350b6dd4b6,5127cbde-6539-483e-b884-4a9c08bfe3bd
ca021df6-93b8-4d71-b537-5d124b846b10,19,df21f073-289c-48e9-8791-0a4b802a65c4,a89cee4a-e0bc-47b9-988a-27d65f0b83eb
8d6ec09f-9bd1-43d5-8538-8c283d12a216,31,2838d54e-3c29-4b18-b86f-27eb2d66e35e,1b46f71b-2f9c-44a2-900b-8cd5f5e61412
feba16a2-5a33-4aa4-8f18-3fa9b8745f05,15,22f83588-1646-4ac7-827a-96cdc7dbcf69,ee1b27e8-356e-47f9-a991-a799d01adb70
12c2f108-49d6-455c-a01c-a5468f3576b5,15,28c5e644-2bfc-4a9c-b1f3-29701a138d7b,b8164aa8-d68b-4d6c-8d35-e1f1caf7799d
905495a6-dfc0-4c1b-b725-28a28fa132cb,1,8b18e4f5-9135-4de6-8f4b-b182880f3ddd,5c1b5666-1120-4a0f-a463-57a625ce56ba
8e8a1cb8-347b-4284-8db2-dbec883bc155,5,72c990c8-b740-4349-bc1c-007b462c48ad,ea9ace69-7380-4cae-9a73-1b761db95561
b9ce7cb8-ebf9-448b-88fd-030e9cde8b98,28,370e694c-039a-48c3-8436-8f8b3d235cf0,85456bf3-4b30-4f37-a979-ff6700ac1efa
0d218971-45f6-41a0-a77d-1d3741872220,15,22af7e55-e315-4355-a401-3205f5812c8b,7b1ed3bc-215a-45b3-b14c-1375ed20f9ad
782597ec-8803-41d0-b93a-ba65a094dddb,16,40029898-7948-4586-98ad-f08852330ee3,dec39a47-fb4d-455a-b048-f962599ff62e
bb72c47f-d8e0-4f5a-8ae7-2241b3017aae,20,60eeff7e-c394-4ef7-94f6-9490faed8178,9f205201-45d2-487f-a823-0be15dc82717
fa86c423-0146-4dd1-9ee1-f510391e6af8,28,d08a3242-13f0-4623-8b99-4cdbb699a26a,a399f535-4c57-4e4e-81c6-c47410d4bb64
5c32ab33-966c-48f1-ab08-580e00449649,7,d7c44d31-64a2-4158-80a3-092b6a4f138e,ea9ace69-7380-4cae-9a73-1b761db95561
665a7736-381d-44cc-a73a-0519d5907c6a,25,47ee3892-20f0-43ae-b09b-3a8e6950c800,2ff4e74e-c612-4398-acfc-51d07a4d7b7e
0fc19ef3-1ead-468d-a457-beb88fbb0350,16,4180cee7-caa4-454c-a430-cda2dda63e2a,1da57c8d-9712-4592-980d-7df05b37990b
23a644cb-6f5e-4908-9aef-3f6ce7e32f20,4,ba219993-cdd6-40f7-801e-9ca437ef276c,fae09edc-6277-418d-8fdb-60f745c1c85b
9ea1fb54-515e-4b51-88d5-af424dad2452,10,68963dc8-a0c2-4f67-9fb2-7480e81ab61b,88c1aa78-c1df-4c1c-bdcc-26298e2bceba
1c5ea75c-e128-4ed7-a455-50bed8265cb9,13,236810a9-6026-4fba-8a31-e4f21992a9e8,7e214910-b073-468a-94e9-6578c5ee5fc8
0728f3d3-0c6c-412a-8df9-02997b7b7b6c,5,d7c44d31-64a2-4158-80a3-092b6a4f138e,ea9ace69-7380-4cae-9a73-1b761db95561
35f2dda9-3d6b-4c92-a1cd-080036bb7a3d,28,acd490ff-3ecd-42b3-82ec-942f8705cad2,48e3f0d9-f63f-4633-9fdb-d9f88f13e44e
721b02a9-ef04-4438-ba73-d749ca2c3548,19,07974b0a-59b4-477c-9e44-fbf6be1fd277,76ae6a16-2fca-4dd2-8e1e-0545a50cd758
612d9c14-de0f-4414-a10a-5b2d6977b6b7,8,b0a596cd-8297-4748-a518-fc0e8b991358,396f5adb-74f6-4783-87d8-3b5b9fdf456e
31acc12c-65e8-42b7-ab0c-c1927a0ef885,14,8f684290-3b3f-4920-b01c-9a0585d4e36c,05394b32-2bae-4565-ba91-24c6422732f0
accb2424-f378-494e-8a45-31775ce88bef,16,220890b9-b160-4cd1-93ec-0f3b5e8d010c,7e214910-b073-468a-94e9-6578c5ee5fc8
e247ad67-61b6-41b6-841a-e9f00938cff9,18,d6b7eb2b-77fe-48f8-b3d9-184d71728dc9,add644e8-05c2-454f-b4fd-1f2ee3f1fa58
dae8e584-a60c-4af3-a50e-7426f075f230,9,224d898d-f15c-4295-ae5c-dcfecc7fa6a0,a7bbf0a8-8bb5-42cd-8049-9ad38e2227b1
ac3b3ca3-3b86-4192-be0f-2a518e2d96b4,13,c7f466d2-19da-48f4-8183-23e8b5b59aa4,6c1cda94-22b7-404c-b69c-754846e29c4f
01f35ffb-8a09-46f5-a10d-3ebf8a22eda6,15,1d7f338c-ba7a-4931-8536-51bbb23259aa,15041036-f632-4dcd-acb9-9ccde10f42f7
c0d25d50-d4a8-4633-93b2-d4d7f942f68d,11,ff7bc737-349c-43b0-9d10-0dd491abb8da,fae09edc-6277-418d-8fdb-60f745c1c85b
835f754b-be46-4b94-b1b1-d5a6186020bd,19,d7c44d31-64a2-4158-80a3-092b6a4f138e,e11ea8c6-7605-498b-989a-38af1d220b88
cac3b941-eb2b-4cfa-b9a0-c94808bc0436,21,5d6b307d-34e8-4ad1-9e94-3378ea6b4bfe,7b1ed3bc-215a-45b3-b14c-1375ed20f9ad
d50aad8d-7a8e-4296-8491-e6e74a614fdb,25,074496e4-f5f0-46a1-a49b-bfe2291107af,7b1ed3bc-215a-45b3-b14c-1375ed20f9ad
84a323bd-fc21-4ecf-9cf4-b3cdac019e6f,15,224d898d-f15c-4295-ae5c-dcfecc7fa6a0,fea33038-4228-4326-8d03-1b0a6ac0fef6
cecb88b9-93a6-4820-8f16-bc29a94cad8b,10,184cd744-22fa-4cd3-8124-bb40454d57b4,63b31661-3213-4db5-8b82-5e6244117ebe
e4782ee9-829a-441a-8db6-3d54e6de3f5e,22,184cd744-22fa-4cd3-8124-bb40454d57b4,05394b32-2bae-4565-ba91-24c6422732f0
443772b4-af66-4bad-95a9-ae421a317a65,29,d93a8780-9828-48fc-a27f-f5105bc6eb89,05394b32-2bae-4565-ba91-24c6422732f0
b168398c-6c42-4aec-9474-2bf40c81aa76,16,22f83588-1646-4ac7-827a-96cdc7dbcf69,008e05ae-39e7-4241-968b-91e44a70fe07
539223ad-c8a9-4adc-8df2-5e01208a3f3a,9,1000c3a0-695d-4ad1-a0a0-ae8287d09349,6502b3c5-9b9e-460d-b1b4-cf05ad748d63
7abcab10-db6a-4c37-88de-2dc532d9892e,31,7a12dcbd-0716-48eb-b1a0-f73579f5270e,05394b32-2bae-4565-ba91-24c6422732f0
6485b2e2-89e1-4529-bd5c-ccaefe6121a3,16,22f83588-1646-4ac7-827a-96cdc7dbcf69,76ae6a16-2fca-4dd2-8e1e-0545a50cd758
e2f32387-2562-457f-bb34-9d4e42ae5302,18,4180cee7-caa4-454c-a430-cda2dda63e2a,3cad83c8-314d-480a-b944-6330e337b8b9
67f4ae19-f4dd-4731-864d-033d13bb3fab,20,7a12dcbd-0716-48eb-b1a0-f73579f5270e,610d843a-0d8a-400f-9e84-4e202a48a9ec
4c723d23-e264-4122-9661-fae457f3d4aa,31,e5cdca4b-6547-4409-aa9b-8b1554516b85,ee1b27e8-356e-47f9-a991-a799d01adb70
f42deff7-b0a6-4b15-8d17-7d1d26659617,24,5ade1412-a888-4e28-8197-f40f82238c51,7223f50f-2187-4f2e-815d-87acb4484bde
69071396-f59e-488f-8ada-64e4b9494e6b,26,d3fda5a8-5959-4e72-863d-5e4cbdbda372,9284e80c-e219-485e-919b-4064e6a43b9e
56dd4692-abdc-4cea-acbc-4e77398c1870,20,40029898-7948-4586-98ad-f08852330ee3,03ff8ac9-2d8e-4f71-bd15-ba6ae8c0af29
f0d38543-e46c-4b1c-962d-90eb585b92f9,19,af0b58c2-8072-4e0d-8d16-37ddfc159f32,2ff4e74e-c612-4398-acfc-51d07a4d7b7e
6e00ae0c-5c22-4625-9490-22d4d4d32780,15,81a8f16b-d6a8-4ee4-b318-025238aa3284,a8bcc8cb-f4d4-4d59-bbb0-e783cedb9e2c
53b20828-e7f2-4690-908d-34ae41aa80ec,20,22f83588-1646-4ac7-827a-96cdc7dbcf69,fea33038-4228-4326-8d03-1b0a6ac0fef6
cb60a5e8-2370-41cf-8471-4028f2c3aa59,31,25243ef2-46f0-47bb-aae0-41948e379b79,3ac84d04-c2cd-4fd8-9204-c7190c8e40a5
0f04d612-6e66-4bf8-9d25-6e010c412eb7,16,d6b7eb2b-77fe-48f8-b3d9-184d71728dc9,dec39a47-fb4d-455a-b048-f962599ff62e
55b62cde-3a9e-4b6b-86e5-1c0e7bcbbf59,10,224d898d-f15c-4295-ae5c-dcfecc7fa6a0,d0884feb-7a90-4e26-9275-0d05758abdcd
af8bbd72-3165-44e5-8e1d-fc5533c6a1ea,23,236810a9-6026-4fba-8a31-e4f21992a9e8,9f205201-45d2-487f-a823-0be15dc82717
3a429599-6d77-4c7f-b680-c01951e65953,31,224d898d-f15c-4295-ae5c-dcfecc7fa6a0,931e9d19-c3d2-4dca-b81d-02879c1daff1
9a7396e5-604a-48fd-8e4c-a1a44246422e,22,1d7f338c-ba7a-4931-8536-51bbb23259aa,d41d69e9-3b4f-41e6-ab1f-f4ec0c9e6c4b
5b7bc761-1f88-4b4d-8c65-7f0ababf5e58,5,f628c40e-3a34-48b1-864f-c29f4ed82794,f851351d-8141-417c-9895-53ec89a21624
4a0710eb-d143-4541-87ff-3336d011b456,29,f266b925-4517-4d02-9a12-bffb8a7024fb,42a9e870-c612-4f8a-a9a8-3e3b3cfc8d54
ed9f754e-ecc7-4e9d-89c0-1ae86a9a05ec,17,89c93643-8782-4361-9a44-60cd3d23225f,e6058acb-ce23-4662-bb05-5ca6d1f83335
6e61bfa4-694c-4a29-894c-11b2ddab37f5,6,28c5e644-2bfc-4a9c-b1f3-29701a138d7b,f28f8782-dc8e-4ad2-ab69-cfd52c3fe10f
ef421bd7-73bb-4eac-9c17-27d950edd9ca,24,b9b248b1-8ada-47ad-a41e-5f14eaf1b4dd,39caf39e-52ba-4ce1-aba6-ef4ab4e94151
81f6cef4-54e7-40b4-b209-bbbb8a85548d,25,22af7e55-e315-4355-a401-3205f5812c8b,884cb2eb-640c-4a0c-a0e1-8e07f99acecc
4d3e3756-f7cc-4bec-b930-ed290075cffe,19,4180cee7-caa4-454c-a430-cda2dda63e2a,1b46f71b-2f9c-44a2-900b-8cd5f5e61412
291b42be-af4b-48f9-b156-d924b2b35000,30,b2426467-a003-49fd-9dd5-c6c46d376adb,88edcaba-4a63-40bb-b1da-afa18fd7e1ec
6ca73420-b11d-43c6-a0c5-d41d3fc7eb68,28,22af7e55-e315-4355-a401-3205f5812c8b,88edcaba-4a63-40bb-b1da-afa18fd7e1ec
d084d9a5-4f5f-4ae9-a7ba-e186d5ab63f1,15,9db0e16b-7871-4fc4-979b-416207f71840,acac4e33-412c-4c66-96f4-c460627ca5cc
fc75213f-83fe-4165-81fa-4aea64e67e27,3,c7f466d2-19da-48f4-8183-23e8b5b59aa4,7e214910-b073-468a-94e9-6578c5ee5fc8
5530d9ad-5a2e-471a-87f6-cc279cd92dee,16,81a8f16b-d6a8-4ee4-b318-025238aa3284,20bec072-3973-4d0b-bdb1-a5720492b73a
69154762-52f1-4beb-a8ad-55270595f2a5,7,18ba1081-c28e-4109-b1a6-39f4943f4c54,6c1cda94-22b7-404c-b69c-754846e29c4f
4deef61d-d1b2-4903-9419-0f1721c1320d,4,5d6b307d-34e8-4ad1-9e94-3378ea6b4bfe,492a98f0-6e77-4f1f-b577-9f3c315cbca3
01942317-3505-453a-8c55-dd62613c57d1,17,0255310a-48b4-4f9c-b390-114f66fcaef0,a7bbf0a8-8bb5-42cd-8049-9ad38e2227b1
a6269591-5992-411c-841a-8fbf21def205,26,931c9cb0-bd64-4a4b-9b38-439a97304878,15041036-f632-4dcd-acb9-9ccde10f42f7
05d328bc-b8a6-4b37-8033-9bf5f9e04f21,26,68963dc8-a0c2-4f67-9fb2-7480e81ab61b,76ae6a16-2fca-4dd2-8e1e-0545a50cd758
e100db99-1ead-4d9e-a9f4-7db72b734b7b,18,8bd7b462-a32d-41cf-b653-b786b028dea7,4cf65580-d50b-4a14-af78-c0fc5d763328
ad60802f-664a-495b-8909-be952dbc569f,5,7a12dcbd-0716-48eb-b1a0-f73579f5270e,89326ea0-f1f5-4e28-a8cc-06a112152188
31baa85a-5a48-4c16-b57a-842bff8a2a60,26,d7c44d31-64a2-4158-80a3-092b6a4f138e,396f5adb-74f6-4783-87d8-3b5b9fdf456e
fe87920a-167e-413f-908c-dbf7c7144cc7,26,40029898-7948-4586-98ad-f08852330ee3,e4505d1d-74d0-4f45-b2fa-d0a37e7b542c
5d0687a4-a4e6-451e-a1f6-80d0e732e571,3,7994d6fe-75c8-4959-8345-1c3924bde54a,5127cbde-6539-483e-b884-4a9c08bfe3bd
cafd0acb-14be-4529-be33-87a39de4b6be,20,28c5e644-2bfc-4a9c-b1f3-29701a138d7b,2ff4e74e-c612-4398-acfc-51d07a4d7b7e
88ce7cc6-5c34-4643-a1cf-9b93376b607f,29,7c15c9a3-ef7b-4a13-a708-a13d1a036c6c,8716cd51-32f4-4a33-974f-5f7aa91adad4
08fb92eb-25f2-4e79-837d-f075b187d235,9,d3fda5a8-5959-4e72-863d-5e4cbdbda372,1b46f71b-2f9c-44a2-900b-8cd5f5e61412
e4bf84dd-8591-451e-9235-9f88a88d4afd,19,70cc5870-8113-43b8-a025-987eab7c5a85,3b32bc67-21c9-455e-b216-e78747b0d1f6
b4a2322b-16e1-43ee-aa8d-75dbb232d43b,13,7c15c9a3-ef7b-4a13-a708-a13d1a036c6c,0dd1bfb4-5756-43be-878f-bf9c4d22b648
60550fd6-1454-49e8-8fc7-289191ccf262,18,5017a67d-c064-4773-9f66-fa93273dce1d,8716cd51-32f4-4a33-974f-5f7aa91adad4
